name,code,cooperative,district,sub_county,parish,village,contact_person,phone_number,is_vsla,created_at
Kok Can Ikweri Vsla group -ongaro,1090,Lokole cooperative,Agago,Arum,Agelec,Ongaro,,0764992300,,30-07-2023
Atute Kwee farmer group -Akwil,1091,AGELEC-ARUM PDM SACCO,Agago,Arum,Agelec,Akwil,,0779466730,,30-07-2023
Tic Tek Mixed farmer group -ongaro,1092,AGELEC-ARUM PDM SACCO,Agago,Arum,Agelec,Ongaro,,0773952761,,30-07-2023
Pit tek farmers group Bajere Village,1093,Lamwo Shea Nut Farmers Association,Lamwo,Palabek-Kal,Kal,Bajere village,,0764270375,,30-07-2023
Kan Lonyo Ni i polo VSLA Bajere Village,1094,Lamwo Shea Nut Farmers Association,Lamwo,Palabek-Kal,Kal,Bajere Village,,0777097895,,30-07-2023
Opor weggi VSLA group akwil,1095,AGELEC-ARUM PDM SACCO,Agago,Arum,Agelec,akwil,,0788360245,,30-07-2023
Kok Can Ikweri VSLA -Ogaro,1096,AGELEC-ARUM PDM SACCO,Agago,Arum,Agelec,Ogaro,,0764992300,,30-07-2023
Atute Kwee Farmers group -Akwil,1097,AGELEC-ARUM PDM SACCO,Agago,Arum,Agelec,Akwil,,0779466730,,30-07-2023
Tic Tek mixed farmers group-Ongaro,1098,AGELEC-ARUM PDM SACCO,Agago,Arum,Agelec,Ongaro,,0773952761,,30-07-2023
Ket can itic farmers Group,1099,Lamwo Shea Nut Farmers Association,Lamwo,Palabek-Kal,Aywee,Agorolamwo,,0779759871,,30-07-2023
Ket can itic farmers Group,1100,Lamwo Shea Nut Farmers Association,Lamwo,Palabek-Kal,Aywee,Agorolamwo,,0779759871,,30-07-2023
Too mego kids Komi farmers group Bajere,1101,Lamwo Shea Nut Farmers Association,Lamwo,Palabek-Kal,Lamwo,Bajere,,0777786608,,31-07-2023
Kapeta mixed farmers group,1102,Lamwo Shea Nut Farmers Association,Lamwo,Palabek-Kal,Bajere,Bia A,,0775919590,,31-07-2023
Rwot Twero Women Group,1103,Lamwo Shea Nut Farmers Association,Lamwo,Palabek-Kal,Bajere,Bia A,,0781400988,,31-07-2023
Liri east Market Ventures,1104,Lamwo Shea Nut Farmers Association,Lamwo,Palabek-Kal,Ayuu Alali,Liri East,,0789701171,,31-07-2023
Gen Rwot farmers group Lanywang east,1105,Lamwo Shea Nut Farmers Association,Lamwo,Palabek-Kal,Lanywang Ward,Lanywang east,,0781245305,,31-07-2023
Kica Ber VSLA Group- Nyong,1106,Pukor pukor pdm Sacco,Pader,Pukor,Pukor,Nyong,,0786177352,,31-07-2023
Mego Lonyo Famer Group- Nyong South,1107,Pukor pukor pdm Sacco,Pader,Pukor,Pukor,Nyong South,,0760565060,,31-07-2023
Riber Ber -Tokodo,1108,Pukor pukor pdm Sacco,Pader,Pukor,Pukor,Tokodo,,0778060120,,31-07-2023
Wek Awiny- Agumwigweng,1109,Pukor pukor pdm Sacco,Pader,Pukor,Pukor,Agumwigweng,,0771350017,,31-07-2023
Kony Lwak Famers Group- Misiri Village,1110,Pukor pukor pdm Sacco,Pader,Pukor,Pukor,Misiri Village,,0770873407,,31-07-2023
Pukor Kinyero- Jerusalema,1111,Pukor pukor pdm Sacco,Pader,Pukor,Pukor,Jerusalem,,0783506260,,31-07-2023
Paitino- Paitino Village,1112,Pukor pukor pdm Sacco,Pader,Pukor,Pukor,Paitino Village,,0772004706,,31-07-2023
Tute pi Anyim- Loyo Cak,1113,Pukor pukor pdm Sacco,Pader,Pukor,Pukor,Loyo Cak,,0778754205,,31-07-2023
Rubanga Lakica- Tokodo,1114,Pukor pukor pdm Sacco,Pader,Pukor,Pukor,Tokodo,,0779938097,,31-07-2023
Watemo Famers Group- Gang bar,1115,Pukor pukor pdm Sacco,Pader,Pukor,Pukor,Gang bar,,0788667922,,31-07-2023
Oket can Itic Famers Group- Te Adwoki,1116,Pukor pukor pdm Sacco,Pader,Pukor,Pukor,Te Adwoki,,0784346618,,31-07-2023
Opaa piwa Group Lelamur.,1117,Dano aye lonyo,Kitgum,Labongo-Layamo,Pagen,Page west,,0760882011,,01-08-2023
Ribe Ber Lelamur,1118,Dano aye lonyo,Kitgum,Labongo-Layamo,Pagen,Lelamur,,0783670785,,01-08-2023
Rubanga Twero Lelamur,1119,Dano aye lonyo,Kitgum,Labongo-Layamo,Pagen,Lelamur,,0776088201,,01-08-2023
Tute Pikwo Vsla group -yotkom,1120,Parabong Oil Seed Co-op Ent,Agago,Parabongo,Pacer,Yotkom,,0763488519,,01-08-2023
Yelle pi kwo- Jinja,1121,Parabong Oil Seed Co-op Ent,Agago,Parabongo,Pacer,Jinja,,0786459986,,01-08-2023
Kacel Watwero-wipolo,1122,Parabong Oil Seed Co-op Ent,Agago,Parabongo,Pacer,Wipolo,,0764667497,,01-08-2023
LIt ki Lanyeko Farmers Group Ayuulupur,1123,Lamwo Shea Nut Farmers Association,Lamwo,Palabek-Gem,Lamwo,Ayuulupur,,0782499304,,02-08-2023
Nimaro Pa Rwot,1124,Lamwo Shea Nut Farmers Association,Lamwo,Palabek-Gem,Ayuu Alali,Ayuulupur,,07789588926,,02-08-2023
Nimaro Pa Rwot,1125,Lamwo Shea Nut Farmers Association,Lamwo,Palabek-Gem,Ayuu Alali,Ayuulupur,,07789588926,,02-08-2023
Alimo Kuc VSLA,1126,ABUKAMOLA PDM SACCO LTD,Otuke,Pukor,Omongo,Omoro Ajuri,,0776324925,,02-08-2023
Note Bor Famer Group- Alepo B,1127,Laminocwida-Puranga PDM SACCO LTD,Pader,Puranga,Laminocwida,Alepo B,,0786513210,,02-08-2023
Ket Can i tic Famers Group- Laminocwida,1128,Laminocwida-Puranga PDM SACCO LTD,Pader,Puranga,Laminocwida,Laminocwida,,0771610791,,02-08-2023
Rwotomiya Famers Group- Alepo B,1129,Laminocwida-Puranga PDM SACCO LTD,Pader,Puranga,Laminocwida,Alepo B,,0789561080,,02-08-2023
Can deg bedo abeda Famers Group- Alepo A,1130,LAMINAJIKO-PURANGA PDM SACCO,Pader,Puranga,Laminocwida,Alepo A,,0787322121,,02-08-2023
Lugoro yele Vsla group -Arugugu,1131,Parabong Oil Seed Co-op Ent,Agago,Parabongo,Pacer,Arugurugu,,0779003277,,02-08-2023
Rugurugu Imeergency Surport -Arugugu,1132,Parabong Oil Seed Co-op Ent,,,,,,0782078005,,02-08-2023
Ageno anga-Rugurugu,1133,Parabong Oil Seed Co-op Ent,Agago,Parabongo,Pacer,RUGURUGU VILLEGE,,0775254380,,02-08-2023
Rugu Rugu Emergency support- Rugu Rugu,1134,Parabong Oil Seed Co-op Ent,Agago,Parabongo,Pacer,Rugu Rugu,,0782078005,,02-08-2023
Tii ki kumi Famers group- Bia Bajere Village,1135,Lamwo Shea Nut Farmers Association,Lamwo,Palabek-Kal,Lamwo,Bia Bajere,,0777786608,,02-08-2023
Nimaro Pa Rwot famer group- Ayuulupur Village,1136,Lamwo Shea Nut Farmers Association,Lamwo,Palabek-Gem,Anaka,Ayuulupur,,0778958896,,02-08-2023
Lit Ki lanyeko Famer Group- Ayuulupur,1137,Lamwo Shea Nut Farmers Association,Lamwo,Palabek-Gem,Anaka,Ayuulupur,,0782499304,,02-08-2023
Piny Peru Kawange -jinja,1138,Parabong Oil Seed Co-op Ent,Agago,Parabongo,Pacer,Jinja,,0773071546,,03-08-2023
Akwo Ki Cinga -jinja,1139,Parabong Oil Seed Co-op Ent,Agago,Parabongo,Pacer,Jinja,,0773071546,,03-08-2023
Vision Entertainment Vsla group -jinja,1140,Parabong Oil Seed Co-op Ent,Agago,Parabongo,Pacer,Jinja,,0761698586,,03-08-2023
Akuru Kwe VSLA,1141,Dano aye lonyo,Kitgum,Labongo-Layamo,Paluti,Obem ward,,0771468117,,03-08-2023
Tii ite camo Famer group- Atup Village,1142,Lukee-Kotomor PDM SACCO,Agago,Kotomor,Apobo,Atup Village,,0789495144,,03-08-2023
Tem i teki- Famers group- Amoko wang,1143,Lukee-Kotomor PDM SACCO,Agago,Kotomor,Apobo,Amoko wang,,0775273867,,03-08-2023
Omarewunu VSLA group- Abila,1144,ANEPKIDE-OLILIM PDM SACCO LTD,Otuke,Olilim,Anepkide,Abila,,0777703840,,03-08-2023
RWOT LAKICA VSLA  ACORO-ACORO VILLAGE,1145,Pader Shea butter cooperative,Pader,Pader Town Council,Luna Ward,LUNAR,,0758565514,,03-08-2023
Akuru Kwe VSLA Obem,1146,Dano aye lonyo,Kitgum,Labongo-Layamo,Central Ward,Obem ward,,0771468117,,03-08-2023
Muye Vsla group -Twonokun,1147,AGELEC-ARUM PDM SACCO,Agago,Arum,Achol-Pii,Atwonokun,,0788258098,,03-08-2023
Yabwangi farmer group -laponomuk,1148,AGELEC-ARUM PDM SACCO,Agago,Arum,Achol-Pii,Laponomuk,,0785256110,,03-08-2023
Acholpii United farmer group -Olel,1149,AGELEC-ARUM PDM SACCO,Agago,Arum,Achol-Pii,Olel,,0784775502,,03-08-2023
Okonnye kenwa farmer group -Wiiatup kazikazi,1150,AGELEC-ARUM PDM SACCO,Agago,Arum,Achol-Pii,Wiiatup kazikazi,,0785387860,,03-08-2023
Cam Kwoki Vsla group -Olel,1151,AGELEC-ARUM PDM SACCO,Agago,Arum,Achol-Pii,Olel,,0789813631,,03-08-2023
Mar Ber Vsla group -Dungu west,1152,Parabong Oil Seed Co-op Ent,Agago,Parabongo,Pakor,Dungu west,,0755709506,,03-08-2023
Loyo Nyero Vsla group -Pe-Ngabe society,1153,ONGANY PADER PDM SACCO,Pader,Pader,Ongany,Pe-Ngobe society,,0772309490,,03-08-2023
Atek Kilwak VSLA- Atula Central,1154,Omot Farmers Cooperative Society ltd,Agago,Omot,Opari,Atula Central,,0780333510,,04-08-2023
Akem Kwene- Owolo,1155,AGELEC-ARUM PDM SACCO,Agago,Arum,Agelec,Owolo,,0761667511,,04-08-2023
Acan Kwete- Owolo,1156,AGELEC-ARUM PDM SACCO,Agago,Arum,Agelec,Owolo,,0778720893,,04-08-2023
Can Pe two VSLA Group- Atula Village,1157,Omot Farmers Cooperative Society ltd,Agago,Omot,Opari,Atula,,0783787910,,04-08-2023
Rwot Atwero- Atula central,1158,Omot Farmers Cooperative Society ltd,Agago,Omot,Opari,Atula Central,,0779313553,,04-08-2023
Peko pe Rom famar group- Abedo ber,1159,AGELEC-ARUM PDM SACCO,Agago,Arum,Agelec,Abedo ber,,0760772346,,04-08-2023
Gum Patpat- Abedober,1160,AGELEC-ARUM PDM SACCO,Agago,Arum,Agelec,Abedober,,0780551163,,04-08-2023
Can lit women group- Atula Central,1161,Omot Farmers Cooperative Society ltd,Agago,Omot,Opari,Atula Central,,0772002991,,04-08-2023
Lim Ber Famer Group- Opari,1162,Omot Farmers Cooperative Society ltd,Agago,Omot,Opari,Opari,,0773266780,,04-08-2023
Lim Ber Famer Group- Opari,1163,Omot Farmers Cooperative Society ltd,Agago,Omot,Opari,Opari,,0773266780,,04-08-2023
Bed Ki Kuc VSLA group- Opari,1164,Omot Farmers Cooperative Society ltd,Agago,Omot,Opari,Opari,,0762118599,,04-08-2023
Leg kwo VSLA Group- Opari tee gweng,1165,Omot Farmers Cooperative Society ltd,Agago,Omot,Opari,Opari tee gweng,,0788002477,,04-08-2023
Ngom rom Farmer Group- Opari Tee gweng,1166,Omot Farmers Cooperative Society ltd,Agago,Omot,Opari,Opari tee gweng,,0777322961,,04-08-2023
Ayee Jale Mixed group- Atula,1167,Omot Farmers Cooperative Society ltd,Agago,Omot,Opari,Atula,,0775629884,,04-08-2023
Nyeko Bali kare Vsla group -Cawente,1168,AGELEC-ARUM PDM SACCO,Agago,Arum,Agelec,Cawente,,0760037202,,04-08-2023
Atek ki lwak VSLA,1169,Dano aye lonyo,Kitgum,Labongo-Layamo,Lukwor,,,0789008280,,05-08-2023
Lapur Oyeny -Ocetoke west,1170,Dano aye lonyo,Kitgum,Labongo-Layamo,Ocetoke,Ocetoke West,,0775801773,,05-08-2023
Diicwinyi farmer group -Ocetoke central,1171,Dano aye lonyo,Kitgum,Labongo-Layamo,Ocetoke,Ocetoke  Central,,0772991687,,05-08-2023
Coo oywee ki pit,1172,Dano aye lonyo,Kitgum,Labongo-Layamo,Pamolo,Obem Central,,082626190,,05-08-2023
Ket Can itic,1173,Dano aye lonyo,Kitgum,Labongo-Layamo,Pamolo,Obem Central,,0789565235,,05-08-2023
Can Kelo Tam Obem Central,1174,Dano aye lonyo,Kitgum,Labongo-Layamo,Pamolo,Obem Central,,0787475467,,05-08-2023
Bed ki Noki-Ocetoke north,1175,Dano aye lonyo,Kitgum,Labongo-Layamo,Ocetoke,Ocetoke North,,0780555235,,05-08-2023
Pur ber farmer group-Oceteko North,1176,Dano aye lonyo,Kitgum,Labongo-Layamo,Ocetoke,Ocetoke West,,0771074081,,05-08-2023
Lakony pe pol,1177,Parabong Oil Seed Co-op Ent,Agago,Parabongo,Pacer,Dyerbar,,07898954309,,05-08-2023
Can coya Farmer group-Kenya,1178,Lamwo Shea Nut Farmers Association,Lamwo,Palabek-Gem,Moroto,Kenya,,0762460207,,05-08-2023
Kacel watwero farmer group-kenya,1179,Lamwo Shea Nut Farmers Association,Lamwo,Palabek-Gem,Moroto,Kenya,,0722883821,,05-08-2023
Gen cingi farmer group-Kenya,1180,Lamwo Shea Nut Farmers Association,Lamwo,Palabek-Gem,Moroto,Kenya,,0761255145,,05-08-2023
Bed ki liyee farmer group-kenya,1181,Lamwo Shea Nut Farmers Association,Lamwo,Palabek-Gem,Moroto,Kenya,,0786669222,,05-08-2023
Bed ki gen farmer group-kenya,1182,Lamwo Shea Nut Farmers Association,Lamwo,Palabek-Gem,Moroto,Kenya,,07780186615,,05-08-2023
Tii ite camo farmers group-Atup,1183,Lukee-Kotomor PDM SACCO,Agago,Kotomor,Apobo,Atup,,0789495144,,06-08-2023
Temi Teki Framers Group-Abulumogo,1184,Lukee-Kotomor PDM SACCO,Agago,Kotomor,Apobo,Abulu Mogo,,0775273867,,06-08-2023
Berbedo Pagen West,1185,Dano aye lonyo,Kitgum,Labongo-Layamo,Pagen,Forest,,0788558329,,06-08-2023
Tim ki Komi Kigumba Group Paibwor Central,1186,Dano aye lonyo,Kitgum,Labongo-Layamo,Paibwor,,,07750327914,,06-08-2023
Lacan pe kun,1187,Dano aye lonyo,Kitgum,Labongo-Layamo,Paibwor,,,0784555644,,06-08-2023
Wudong mon farmers group -Kakira,1188,Lokole cooperative,Agago,Lapono,Ogole,Kakira West,,0778904184,,06-08-2023
Aywee peko ma poto atura,1189,Lokole cooperative,Agago,Lapono,Ogole,Aywe Central,,0783465826,,06-08-2023
Kica ber-Opwony ward,1190,Parabong Oil Seed Co-op Ent,Agago,Parabongo,Pacer,Opwony Ward,,0763571880,,06-08-2023
Lacan penino farmers group,1191,Parabong Oil Seed Co-op Ent,Agago,Parabongo,Pacer,Opwony Ward,,0774103576,,06-08-2023
Note aye teko,1192,Parabong Oil Seed Co-op Ent,Agago,Parabongo,Pacer,Opwony Ward,,0774622123,,06-08-2023
Lim pe nyek,1193,Parabong Oil Seed Co-op Ent,Agago,Parabongo,Pacer,Opwony Ward,,076535678,,06-08-2023
Ngom pe Wang farmers group -opwony ward,1194,Parabong Oil Seed Co-op Ent,Agago,Parabongo,Pacer,Opwony Ward,,0787373860,,06-08-2023
Pur Ber Farmer's Group Ocetoke West,1195,Dano aye lonyo,Kitgum,Labongo-Layamo,Obim,,,0771074081,,06-08-2023
Lit Ki Lanyeko VSLA group,1196,Dano aye lonyo,Kitgum,Labongo-Layamo,Pandwong Ward,,,0779947121,,06-08-2023
Bedo kic lit,1197,Dano aye lonyo,Kitgum,Labongo-Layamo,Lomoi,,,07788312085,,06-08-2023
Can kelo tam Obem North,1198,Dano aye lonyo,Kitgum,Labongo-Layamo,Pajimo,,,0787083382,,06-08-2023
Lubanga Twero VSLA,1199,Dano aye lonyo,Kitgum,Labongo-Layamo,Lamola,,,0789007676,,06-08-2023
Cam Tic,1200,Dano aye lonyo,Kitgum,Labongo-Layamo,Forest Ward,,,0770394208,,06-08-2023
Temi Teki Farmer Group -Abulu mogo,1201,Lukee-Kotomor PDM SACCO,Agago,Kotomor,Apado Ward,Abulu Mogo,,0775273867,,06-08-2023
Waneno Anyim Vsla group -Anyang,1202,APWOR - PURANGA PDM SACCO,Pader,Puranga,Apwor,Anang,,0774498160,,06-08-2023
KONY PACO FARMERS GROUP -LAGWEDOLA,1203,Lamwo Shea Nut Farmers Association,Lamwo,Palabek Kal Town Council,Labigiryang Ward,Lagwedola,,0785498663,,07-08-2023
LAGWEDOLA FARMERS GROUP-LAGWEDOLA,1204,Lamwo Shea Nut Farmers Association,Lamwo,Palabek Kal Town Council,Labigiryang Ward,Lagwedola,,0772605259,,07-08-2023
PI RWOT FARMER GROUP-LAGWEDOLA,1205,Lamwo Shea Nut Farmers Association,Lamwo,Palabek Kal Town Council,Labigiryang Ward,Lagwedola,,0787042487,,07-08-2023
ADA RII FARMER GROUP-LAGWEDOLA,1206,Lamwo Shea Nut Farmers Association,Lamwo,Palabek Kal Town Council,Labigiryang Ward,Lagwedola,,0764954057,,07-08-2023
MARE AYE TEKO-LANYWANG CENTRAL,1207,Lamwo Shea Nut Farmers Association,Lamwo,Palabek Kal Town Council,Labigiryang Ward,Lanywang Central,,0785350509,,07-08-2023
Cac Pe yweka Obem Central,1208,Dano aye lonyo,Kitgum,Labongo-Layamo,Pamolo,Obem Central,,0778413642,,07-08-2023
OBANGA AMIYO FARMERS GROUP-OMOT EAST,1209,Omot Farmers Cooperative Society ltd,Agago,Arum,Agelec,Omot East,,0783646435,,08-08-2023
DII CWINYI VSLA AND FARMERS GROUP-OMOT EAST,1210,Omot Farmers Cooperative Society ltd,Agago,Arum,Agelec,Omot East,,0760955595,,08-08-2023
Obanga ber farmers group- Owolo,1211,Omot Farmers Cooperative Society ltd,Agago,Arum,Agelec,Owolo,,0779706229,,08-08-2023
Kica ber women Vsla group- Owolo,1212,Omot Farmers Cooperative Society ltd,Agago,Arum,Agelec,Owolo,,0785416232,,08-08-2023
Mot-Mot Atwero Women Group- Bardago,1213,GOT OJWANG - OLILIM PDM SACCO,Otuke,Olilim,Gotojwang,Anam Okokokongo,,0779958584,,08-08-2023
bardago women group-Bardago,1214,GOT OJWANG - OLILIM PDM SACCO,Otuke,Olilim,Gotojwang,Bar Dago,,0773273577,,08-08-2023
Wore-Kene - Barkeo,1215,GOT OJWANG - OLILIM PDM SACCO,Otuke,Olilim,Alula,Barrkeo,,0771924223,,08-08-2023
Tem- Gum Women's Group- Apape,1216,ALULA-OLILIM PDM SACCO LTD,Otuke,Olilim,Alula,Apapar,,0778834602,,08-08-2023
Ket can I tic- Anam Okoko Kongo,1217,GOT OJWANG - OLILIM PDM SACCO,Otuke,Olilim,Gotojwang,Anam Okokokongo,,0780984923,,08-08-2023
BIN INEN KIWANGI VSLA GROUP-BARABOLO,1218,GOT OJWANG - OLILIM PDM SACCO,Otuke,Olilim,Barodugu Ward,Bar Abolo,,0777111584,,08-08-2023
ATEK KI LWAK VSLA GROUP-BARDAGO,1219,GOT OJWANG - OLILIM PDM SACCO,Otuke,Olilim,Gotojwang,Bar Dago,,0772158606,,08-08-2023
WEK ABEDI FARMERS GROUP-ALULADWONG,1220,ALULA-OLILIM PDM SACCO LTD,Otuke,Olilim,Alula,Alula Adwong,,0782594056,,08-08-2023
Wan Keken Vsla group -Aweki,1221,ABUKAMOLA PDM SACCO LTD,Alebtong,Omoro,Abukamola,Aweki,,0788495632,,08-08-2023
AMARO LIM FARMERS GROUP-OBER VILLAGE,1222,ABUKAMOLA PDM SACCO LTD,Alebtong,Omoro,Abukamola,Ober,,03925552087,,09-08-2023
TEMI TEKI FARMERS GROUP-ABULUMOGO,1223,Omot Farmers Cooperative Society ltd,Agago,Kotomor,Apobo,Abulu Mogo,,0775273867,,09-08-2023
TII ITE CAMO FARMERS GROUP-ATUP,1224,Omot Farmers Cooperative Society ltd,Agago,Kotomor,Apobo,Atup,,0789495144,,09-08-2023
Kica Ber Youth Group -Kenya,1225,Lamwo Shea Nut Farmers Association,Lamwo,Palabek-Gem,Gem-Central Ward,Kenya,,0772222068,,09-08-2023
Bol wek Icam Famars Group- Anyongo cuny,1226,Lokole cooperative,Agago,Lokole,Olung,Anyongo Cuny,,0784771763,,09-08-2023
Otam Piwa Pamolo Central,1227,Dano aye lonyo,Kitgum,Labongo-Layamo,Pamolo,Pamolo Central,,0777557964,,10-08-2023
OKONYE KENWA VSLA GROUP- CAWENTE,1228,AGELEC-ARUM PDM SACCO,Agago,Arum,Kazikazi,Cawente,,0785387862,,10-08-2023
ACHOLPII UNITED VSLA GROUP-OLEL,1229,AGELEC-ARUM PDM SACCO,Agago,Arum,Agelec,Olel,,0784775504,,10-08-2023
ALURA VEGETATION GROWERS ASSOCIATION-ALURA,1230,OPEJAL PDM SACCO,Otuke,Okwang,Opejal,Alura,,0782697302,,10-08-2023
Dic pee VSLA Obem North,1231,Dano aye lonyo,Kitgum,Labongo-Layamo,Pamolo,Obem North,,0779633022,,10-08-2023
NOTE EN TEKO FARMERS GROUP-GOI C,1232,OPEJAL PDM SACCO,Otuke,Okwang,Opejal,Goi 'C',,0761428857,,10-08-2023
LIM TYE PINY GROUP-ODUKURU,1233,OPEJAL PDM SACCO,Otuke,Okwang,Opejal,Odukuru,,0789486587,,10-08-2023
GOI B WOMEN'S GROUP-GOI B,1234,OPEJAL PDM SACCO,Otuke,Okwang,Opejal,Goi 'B',,0776347308,,10-08-2023
ANEKOWARE FARMERS GROUP-ANEKOWARE,1235,OPEJAL PDM SACCO,Otuke,Okwang,Opejal,Anekoware,,0774463450,,10-08-2023
OPUR ONOTE GROUP-BAROPIRO,1236,OPEJAL PDM SACCO,Otuke,Okwang,Opejal,Baropiro,,0764103344,,10-08-2023
NOTE BER FARMERS GROUP-BAROKANGO,1237,OPEJAL PDM SACCO,Otuke,Okwang,Opejal,Barokango,,0764110326,,10-08-2023
ODIO WA OKO FARMERS GROUP-ALAKODAK,1238,OPEJAL PDM SACCO,Otuke,Okwang,Opejal,Alakodak,,0777417136,,10-08-2023
ALURA COMMUNITY GROUP-GOI C,1239,OPEJAL PDM SACCO,Otuke,Okwang,Opejal,Goi 'C',,0778201433,,10-08-2023
OPEJAL YOUTH GROUP-AMUNGA,1240,OPEJAL PDM SACCO,Otuke,Okwang,Opejal,Amunga,,0785570032,,10-08-2023
TESO UNITED GROUP-GOT OJWANG,1241,GOT OJWANG - OLILIM PDM SACCO,Otuke,Olilim,Gotojwang,Gotojwang,,0777803164,,10-08-2023
DII CWINYI WOMEN GROUP-GOTOJWANG,1242,GOT OJWANG - OLILIM PDM SACCO,Otuke,Olilim,Gotojwang,Gotojwang,,0774995902,,10-08-2023
AFRICARE GROUP-GOTOJWANG,1243,GOT OJWANG - OLILIM PDM SACCO,Otuke,Olilim,Gotojwang,Gotojwang,,0773705066,,10-08-2023
GOTOJWANG UNITED GROUP-GOTOJWANG,1244,GOT OJWANG - OLILIM PDM SACCO,Otuke,Olilim,Gotojwang,Gotojwang,,0786640715,,10-08-2023
pi niyee VSLA kal C,1245,Dano aye lonyo,Lamwo,Palabek Kal Town Council,Kal Ward,Kal Central C,,0760405575,,10-08-2023
CANOMIO WA DIRO GROUP-OLAROLOBO,1246,OPEJAL PDM SACCO,Otuke,Okwang,Opejal,Olaro Lobo,,0781622861,,10-08-2023
PAR PIRA VSLA AND FARMERS GROUP-AKWIL,1247,AGELEC-ARUM PDM SACCO,Agago,Arum,Agelec,Akwil,,0780803541,,10-08-2023
KWO KITE ENO WOMEN'S SAVING GROUP-APII OGURU,1248,AGELEC-ARUM PDM SACCO,Agago,Arum,Agelec,Apii Oguru,,0760711135,,10-08-2023
CAN PE TUN FARMERS GROUP-ALELA,1249,AGELEC-ARUM PDM SACCO,Agago,Arum,Agelec,Alela,,0774938820,,10-08-2023
IKWERA NONO FARMERS GROUP-APII OGURU,1250,AGELEC-ARUM PDM SACCO,Agago,Arum,Agelec,Apii Oguru,,0781344679,,10-08-2023
RWOT TWERO VSLA-TANGI,1251,ONGANY PADER PDM SACCO,Pader,Pader,Ongany,Tangi,,0781237555,,10-08-2023
BED KI GEN GROUP-AMIRA,1252,OPEJAL PDM SACCO,Otuke,Okwang,Opejal,Amira,,0786112135,,10-08-2023
MOMOT ATWERO VSLA-AMINA,1253,ABUKAMOLA PDM SACCO LTD,Alebtong,Omoro,Abukamola,Amina,,0782450068,,11-08-2023
WILOBO WIRE-KULIR NORTH,1254,Parabong Oil Seed Co-op Ent,Agago,Parabongo,Pabala,Kulir North,,0783132968,,11-08-2023
RIPE AYE TEKO-OPWONY WARD,1255,Parabong Oil Seed Co-op Ent,Agago,Parabongo,Pabala,Opwony Ward,,0761583538,,11-08-2023
P.E.S.A GROUP-JINJA WARD,1256,Parabong Oil Seed Co-op Ent,Agago,Parabongo,Pacer,Jinja Ward,,0786503108,,11-08-2023
KOK CAN KI TIC-KONG ITEM,1257,Parabong Oil Seed Co-op Ent,Agago,Parabongo,Pabala,Kongitem,,0776139354,,11-08-2023
KWO MANYEN FARMER GROUP-PALARO,1258,Parabong Oil Seed Co-op Ent,Agago,Parabongo,Pacer,Palaro,,0783669289,,11-08-2023
CAN OMIO AJONY GROUP-BAROPIRO B,1259,OPEJAL PDM SACCO,Otuke,Okwang,Opejal,Baropiro,,0787460382,,11-08-2023
MON EN LONYO GROUP-GOI B,1260,OPEJAL PDM SACCO,Otuke,Okwang,Opejal,Goi 'B',,0788716378,,11-08-2023
PAR PI ANYIM GROUP- ACWINYO,1261,APWOR - PURANGA PDM SACCO,Pader,Puranga,Apwor,Acwinyo,,0763775098,,11-08-2023
CAN OWEKA VSLA GROUP_OUMA A,1262,ABUKAMOLA PDM SACCO LTD,Alebtong,Omoro,Abukamola,Oumo,,076568270,,12-08-2023
RWOT LAKICA VSLA-LWALA,1263,APWOR - PURANGA PDM SACCO,Pader,Puranga,Apwor,Lwala,,0781353671,,12-08-2023
PIT ODONG KI MON FARMER GROUP-MOROTTO EAST,1264,Lamwo Shea Nut Farmers Association,Lamwo,Palabek-Gem,Moroto,Morotto East,,0788026763,,12-08-2023
CAN RIBO DANO WOMENS GROUP-MOROTTO EAST,1265,Lamwo Shea Nut Farmers Association,Lamwo,Palabek-Gem,Moroto,Morotto East,,0775178086,,12-08-2023
APOO LEET FARMERS GROUP-LADEKOKWO,1266,ACHOL-PII PDM SACCO,Agago,Arum,Achol-Pii,Ladek Okwok,,0782667801,,12-08-2023
MOMOT ATWERO FARMERS GROUP-LADEKOKOWK,1267,ACHOL-PII PDM SACCO,Agago,Arum,Achol-Pii,Ladek Okwok,,0780114359,,12-08-2023
IYELA VSLA AND FARMERS GROUP-OLOKIWINYO,1268,ACHOL-PII PDM SACCO,Agago,Arum,Achol-Pii,Olokiwinyo,,0770320688,,12-08-2023
LEG KWO WOMENS GROUP-ALOKIWINYO,1269,ACHOL-PII PDM SACCO,Agago,Arum,Achol-Pii,Olokiwinyo,,0760734477,,12-08-2023
CING AYIKO-ATENGE,1270,ACHOL-PII PDM SACCO,Agago,Arum,Achol-Pii,Atenge,,0777686234,,12-08-2023
KWAN LONYO-MOROTTO EAST,1271,Lamwo Shea Nut Farmers Association,Lamwo,Palabek-Gem,Moroto,Morotto East,,0763908582,,13-08-2023
JING CWINYI FARMER GROUP-KAFATA,1272,Lamwo Shea Nut Farmers Association,Lamwo,Palabek-Gem,Patanga,Kafata,,0770922206,,13-08-2023
TIC DONG TIC GROUP-LOKABAR,1273,Parabong Oil Seed Co-op Ent,Agago,Kuywee,Atut,Lokabar,,0785411281,,13-08-2023
